  48	    48.00000000     0.00000000     0.06958521    -0.51576640    -0.00652644    -2.01030732 
  49	    49.00000000     0.00000000     0.11976353    -0.49623676     0.19169566    -2.00151694 
  50	    50.00000000     0.00000000     0.16675938    -0.47193729     0.38817175    -1.97321873 
  51	    51.00000000     0.00000000     0.21013086    -0.44330577     0.58098493    -1.92566629 
  52	    52.00000000     0.00000000     0.24949135    -0.41081969     0.76825078    -1.85930139 
  53	    53.00000000     0.00000000     0.28451305    -0.37498961     0.94813586    -1.77475000 
  54	    54.00000000     0.00000000     0.31492953    -0.33635226     1.11887569    -1.67281672 
  55	    55.00000000     0.00000000     0.34053770    -0.29546336     1.27879210    -1.55447718 
  56	    56.00000000     0.00000000     0.36119881    -0.25289050     1.42630991    -1.42086901 
  57	    57.00000000     0.00000000     0.37683874    -0.20920578     1.55997245    -1.27328100 
  58	    58.00000000     0.00000000     0.38744750    -0.16497876     1.67845618    -1.11314087 
  59	    59.00000000     0.00000000     0.39307784    -0.12076934     1.78058384    -0.94200156 
  60	    60.00000000     0.00000000     0.39384327    -0.07712108     1.86533638    -0.76152638 
  61	    61.00000000     0.00000000     0.38991522    -0.03455467     1.93186325    -0.57347289 
  62	    62.00000000     0.00000000     0.38151964     0.00643805     1.97949115    -0.37967590 
  63	    63.00000000     0.00000000     0.36893285     0.04539975     2.00773098    -0.18202965 
  64	    64.00000000     0.00000000     0.35247696     0.08191263     2.01628310     0.01753063 
  65	    65.00000000     0.00000000     0.33251472     0.11560292     2.00504067     0.21704769 
  66	    66.00000000     0.00000000     0.30944393     0.14614473     1.97409113     0.41456136 
  67	    67.00000000     0.00000000     0.28369152     0.17326322     1.92371578     0.60812789 
  68	    68.00000000     0.00000000     0.25570738     0.19673708     1.85438741     0.79583903 
  69	    69.00000000     0.00000000     0.22595792     0.21640028     1.76676613     0.97584096 
  70	    70.00000000     0.00000000     0.19491961     0.23214310     1.66169325     1.14635261 
  71	    71.00000000     0.00000000     0.16307240     0.24391236     1.54018338     1.30568340 
  72	    72.00000000     0.00000000     0.13089327     0.25171099     1.40341486     1.45225006 
  73	    73.00000000     0.00000000     0.09884986     0.25559680     1.25271845     1.58459254 
  74	    74.00000000     0.00000000     0.06739438     0.25568061     1.08956459     1.70138865 
  75	    75.00000000     0.00000000     0.03695771     0.25212370     0.91554914     1.80146743 
  76	    76.00000000     0.00000000     0.00794396     0.24513456     0.73237792     1.88382105 
  77	    77.00000000     0.00000000    -0.01927459     0.23496517     0.54185011     1.94761512 
  78	    78.00000000     0.00000000    -0.04436203     0.22190668     0.34584064     1.99219735 
  79	    79.00000000     0.00000000    -0.06702287     0.20628461     0.14628180     2.01710438 
  80	    80.00000000     0.00000000    -0.08700543     0.18845373    -0.05485571     2.02206677 
  81	    81.00000000     0.00000000    -0.10410467     0.16879249    -0.25558228     2.00701215 
  82	    82.00000000     0.00000000    -0.11816427     0.14769731    -0.45390902     1.97206631 
  83	    83.00000000     0.00000000    -0.12907812     0.12557661    -0.64786747     1.91755243 
  84	    84.00000000     0.00000000    -0.13679104     0.10284478    -0.83552921     1.84398829 
  85	    85.00000000     0.00000000    -0.14129885     0.07991610    -1.01502507     1.75208154 
  86	    86.00000000     0.00000000    -0.14264769     0.05719874    -1.18456379     1.64272313 
  87	    87.00000000     0.00000000    -0.14093269     0.03508892    -1.34245003     1.51697885 
  88	    88.00000000     0.00000000    -0.13629597     0.01396522    -1.48710140     1.37607908 
  89	    89.00000000     0.00000000    -0.12892401    -0.00581679    -1.61706447     1.22140695 
  90	    90.00000000     0.00000000    -0.11904438    -0.02392952    -1.73102947     1.05448493 
  91	    91.00000000     0.00000000    -0.10692199    -0.04007797    -1.82784371     0.87695991 
  92	    92.00000000     0.00000000    -0.09285479    -0.05400385    -1.90652332     0.69058713 
  93	    93.00000000     0.00000000    -0.07716905    -0.06548910    -1.96626349     0.49721291 
  94	    94.00000000     0.00000000    -0.06021426    -0.07435895    -2.00644685     0.29875643 
  95	    95.00000000     0.00000000    -0.04235773    -0.08048423    -2.02665002     0.09719073 
  96	    96.00000000     0.00000000    -0.02397896    -0.08378313    -2.02664832    -0.10547682 
  97	    97.00000000     0.00000000    -0.00546383    -0.08422223    -2.00641837    -0.30722453 
  98	    98.00000000     0.00000000     0.01280127    -0.08181689    -1.96613879    -0.50603656 
  99	    99.00000000     0.00000000     0.03043530    -0.07663088    -1.90618887    -0.69992302 
 100	   100.00000000     0.00000000     0.04706838    -0.06877546    -1.82714518    -0.88694001 
 101	   101.00000000     0.00000000     0.06234740    -0.05840759    -1.72977623    -1.06520912 
 102	   102.00000000     0.00000000     0.07594149    -0.04572770    -1.61503523    -1.23293635 
 103	   103.00000000     0.00000000     0.08754706    -0.03097670    -1.48405087    -1.38843034 
 104	   104.00000000     0.00000000     0.09689253    -0.01443244    -1.33811645    -1.53011945 
 105	   105.00000000     0.00000000     0.10374268     0.00359430    -1.17867725    -1.65656783 
 106	   106.00000000     0.00000000     0.10790237     0.02276441    -1.00731634    -1.76649008 
 107	   107.00000000     0.00000000     0.10921983     0.04271537    -0.82573901    -1.85876451 
 108	   108.00000000     0.00000000     0.10758928     0.06306661    -0.63575592    -1.93244471 
 109	   109.00000000     0.00000000     0.10295295     0.08342506    -0.43926510    -1.98676943 
 110	   110.00000000     0.00000000     0.09530241     0.10339105    -0.23823310    -2.02117069 
 111	   111.00000000     0.00000000     0.08467929     0.12256418    -0.03467534    -2.03527982 
 112	   112.00000000     0.00000000     0.07117515     0.14054941     0.16936404    -2.02893164 
 113	   113.00000000     0.00000000     0.05493081     0.15696299     0.37183272    -2.00216655 
 114	   114.00000000     0.00000000     0.03613490     0.17143840     0.57069082    -1.95523056 
 115	   115.00000000     0.00000000     0.01502172     0.18363202     0.76393147    -1.88857323 
 116	   116.00000000     0.00000000    -0.00813153     0.19322855     0.94960116    -1.80284361 
 117	   117.00000000     0.00000000    -0.03300817     0.19994619     1.12581949    -1.69888408 
 118	   118.00000000     0.00000000    -0.05925602     0.20354126     1.29079832    -1.57772228 
 119	   119.00000000     0.00000000    -0.08649195     0.20381250     1.44286003    -1.44056111 
 120	   120.00000000     0.00000000    -0.11430689     0.20060471     1.58045466    -1.28876699 
 121	   121.00000000     0.00000000    -0.14227132     0.19381188     1.70217588    -1.12385639 
 122	   122.00000000     0.00000000    -0.16994101     0.18337967     1.80677547    -0.94748077 
 123	   123.00000000     0.00000000    -0.19686316     0.16930722     1.89317629    -0.76141025 
 124	   124.00000000     0.00000000    -0.22258266     0.15164818     1.96048355    -0.56751586 
 125	   125.00000000     0.00000000    -0.24664852     0.13051119     2.00799425    -0.36775090 
 126	   126.00000000     0.00000000    -0.26862034     0.10605940     2.03520468    -0.16413126 
 127	   127.00000000     0.00000000    -0.28807467     0.07850941     2.04181595     0.04128483 
 128	   128.00000000     0.00000000    -0.30461139     0.04812941     2.02773749     0.24641758 
 129	   129.00000000     0.00000000    -0.31785972     0.01523660     1.99308835     0.44918669 
 130	   130.00000000     0.00000000    -0.32748404    -0.01980612     1.93819647     0.64753246 
 131	   131.00000000     0.00000000    -0.33318930    -0.05659404     1.86359575     0.83943676 
 132	   132.00000000     0.00000000    -0.33472600    -0.09468526     1.77002111     1.02294354 
 133	   133.00000000     0.00000000    -0.33189464    -0.13360580     1.65840143     1.19617892 
 134	   134.00000000     0.00000000    -0.32454958    -0.17285527     1.52985049     1.35737037 
 135	   135.00000000     0.00000000    -0.31260234    -0.21191300     1.38565604     1.50486492 
 136	   136.00000000     0.00000000    -0.29602404    -0.25024448     1.22726709     1.63714630 
 137	   137.00000000     0.00000000    -0.27484734    -0.28730817     1.05627947     1.75285057 
 138	   138.00000000     0.00000000    -0.24916739    -0.32256252     0.87441988     1.85078041 
 139	   139.00000000     0.00000000    -0.21914213    -0.35547309     0.68352860     1.92991762 
 140	   140.00000000     0.00000000    -0.18499173    -0.38551972     0.48554097     1.98943388 
 141	   141.00000000     0.00000000    -0.14699727    -0.41220369     0.28246781     2.02869962 
 142	   142.00000000     0.00000000    -0.10549849    -0.43505471     0.07637513     2.04729080 
 143	   143.00000000     0.00000000    -0.06089091    -0.45363768    -0.13063691     2.04499373 
 144	   144.00000000     0.00000000    -0.01362208    -0.46755914    -0.33645532     2.02180766 
 145	   145.00000000     0.00000000     0.03581292    -0.47647335    -0.53897588     1.97794525 
 146	   146.00000000     0.00000000     0.08687658    -0.48008783    -0.73612462     1.91383081 
 147	   147.00000000     0.00000000     0.13899477    -0.47816837    -0.92587912     1.83009645 
 148	   148.00000000     0.00000000     0.19156309    -0.47054342    -1.10628932     1.72757599 
 149	   149.00000000     0.00000000     0.24395378    -0.45710775    -1.27549758     1.60729693 
 150	   150.00000000     0.00000000     0.29552294    -0.43782538    -1.43175795     1.47047024 
 151	   151.00000000     0.00000000     0.34561823    -0.41273169    -1.57345423     1.31847842 
 152	   152.00000000     0.00000000     0.39358676    -0.38193469    -1.69911685     1.15286164 
 153	   153.00000000     0.00000000     0.43878314    -0.34561547    -1.80743823     0.97530231 
 154	   154.00000000     0.00000000     0.48057760    -0.30402763    -1.89728652     0.78760811 
 155	   155.00000000     0.00000000     0.51836415    -0.25749599    -1.96771760     0.59169369 
 156	   156.00000000     0.00000000     0.55156848    -0.20641420    -2.01798515     0.38956127 
 157	   157.00000000     0.00000000     0.57965577    -0.15124167    -2.04754873     0.18328023 
 158	   158.00000000     0.00000000     0.60213807    -0.09249943    -2.05607978    -0.02503401 
 159	   159.00000000     0.00000000     0.61858131    -0.03076535    -2.04346544    -0.23324159 
 160	   160.00000000     0.00000000     0.62861180     0.03333156    -2.00981016    -0.43920024 
 161	   161.00000000     0.00000000     0.63192211     0.09911752    -1.95543506    -0.64078727 
 162	   162.00000000     0.00000000     0.62827629     0.16588102    -1.88087514    -0.83592146 
 163	   163.00000000     0.00000000     0.61751430     0.23288045    -1.78687414    -1.02258458 
 164	   164.00000000     0.00000000     0.59955563     0.29935226    -1.67437740    -1.19884235 
 165	   165.00000000     0.00000000     0.57440212     0.36451953    -1.54452249    -1.36286449 
 166	   166.00000000     0.00000000     0.54213972     0.42760087    -1.39862791    -1.51294387 
 167	   167.00000000     0.00000000     0.50293940     0.48781954    -1.23817986    -1.64751433 
 168	   168.00000000     0.00000000     0.45705697     0.54441270    -1.06481727    -1.76516720 
 169	   169.00000000     0.00000000     0.40483203     0.59664068    -0.88031520    -1.86466611 
 170	   170.00000000     0.00000000     0.34668575     0.64379613    -0.68656679    -1.94496017 
 171	   171.00000000     0.00000000     0.28311778     0.68521304    -0.48556397    -2.00519522 
 172	   172.00000000     0.00000000     0.21470210     0.72027531    -0.27937704    -2.04472306 
 173	   173.00000000     0.00000000     0.14208198     0.74842509    -0.07013347    -2.06310861 
 174	   174.00000000     0.00000000     0.06596394     0.76917040     0.14000400    -2.06013487 
 175	   175.00000000     0.00000000    -0.01288902     0.78209229     0.34885969    -2.03580561 
 176	   176.00000000     0.00000000    -0.09366504     0.78685118     0.55426746    -1.99034582 
 177	   177.00000000     0.00000000    -0.17551179     0.78319244     0.75409318    -1.92419986 
 178	   178.00000000     0.00000000    -0.25754534     0.77095111     0.94625690    -1.83802733 
 179	   179.00000000     0.00000000    -0.33885972     0.75005561     1.12875455    -1.73269667 
 180	   180.00000000     0.00000000    -0.41853678     0.72053051     1.29967887    -1.60927663 
 181	   181.00000000     0.00000000    -0.49565647     0.68249820     1.45723944    -1.46902560 
 182	   182.00000000     0.00000000    -0.56930728     0.63617946     1.59978149    -1.31337898 
 183	   183.00000000     0.00000000    -0.63859676     0.58189296     1.72580339    -1.14393462 
 184	   184.00000000     0.00000000    -0.70266210     0.52005358     1.83397257    -0.96243662 
 185	   185.00000000     0.00000000    -0.76068044     0.45116961     1.92313979    -0.77075749 
 186	   186.00000000     0.00000000    -0.81187900     0.37583887     1.99235142    -0.57087898 
 187	   187.00000000     0.00000000    -0.85554481     0.29474365     2.04085985    -0.36487167 
 188	   188.00000000     0.00000000    -0.89103390     0.20864472     2.06813166    -0.15487369 
 189	   189.00000000     0.00000000    -0.91777989     0.11837425     2.07385374     0.05693147 
 190	   190.00000000     0.00000000    -0.93530183     0.02482781     2.05793692     0.26833755 
 191	   191.00000000     0.00000000    -0.94321128    -0.07104446     2.02051749     0.47713846 
 192	   192.00000000     0.00000000    -0.94121838    -0.16824749     1.96195625     0.68115130 
 193	   193.00000000     0.00000000    -0.92913694    -0.26575152     1.88283524     0.87823913 
 194	   194.00000000     0.00000000    -0.90688849    -0.36250306     1.78395217     1.06633343 
 195	   195.00000000     0.00000000    -0.87450516    -0.45743612     1.66631257     1.24345576 
 196	   196.00000000     0.00000000    -0.83213130    -0.54948390     1.53111978     1.40773869 
 197	   197.00000000     0.00000000    -0.78002402    -0.63759069     1.37976282     1.55744549 
 198	   198.00000000     0.00000000    -0.71855230    -0.72072375     1.21380230     1.69098863 
 199	   199.00000000     0.00000000    -0.64819496    -0.79788522     1.03495447     1.80694667 
 200	   200.00000000     0.00000000    -0.56953730    -0.86812384     0.84507369     1.90407950 
 201	   201.00000000     0.00000000    -0.48326653    -0.93054628     0.64613328     1.98134178 
 202	   202.00000000     0.00000000    -0.39016595    -0.98432810     0.44020519     2.03789426 
 203	   203.00000000     0.00000000    -0.29110799    -1.02872401     0.22943853     2.07311307 
 204	   204.00000000     0.00000000    -0.18704614    -1.06307756     0.01603722     2.08659675 
 205	   205.00000000     0.00000000    -0.07900584    -1.08682986    -0.19776296     2.07817098 
 206	   206.00000000     0.00000000     0.03192559    -1.09952745    -0.40971773     2.04789092 
 207	   207.00000000     0.00000000     0.14460985    -1.10082912    -0.61759779     1.99604115 
 208	   208.00000000     0.00000000     0.25786930    -1.09051150    -0.81921230     1.92313329 
 209	   209.00000000     0.00000000     0.37049925    -1.06847361    -1.01243192     1.82990108 
 210	   210.00000000     0.00000000     0.48128072    -1.03473994    -1.19521131     1.71729326 
 211	   211.00000000     0.00000000     0.58899355    -0.98946231    -1.36561079     1.58646411 
 212	   212.00000000     0.00000000     0.69242978    -0.93292032    -1.52181700     1.43876179 
 213	   213.00000000     0.00000000     0.79040705    -0.86552042    -1.66216226     1.27571464 
 214	   214.00000000     0.00000000     0.88178195    -0.78779349    -1.78514241     1.09901559 
 215	   215.00000000     0.00000000     0.96546315    -0.70039110    -1.88943306     0.91050468 
 216	   216.00000000     0.00000000     1.04042418    -0.60408036    -1.97390394     0.71215010 
 217	   217.00000000     0.00000000     1.10571563    -0.49973736    -2.03763129     0.50602781 
 218	   218.00000000     0.00000000     1.16047675    -0.38833943    -2.07990804     0.29429989 
 219	   219.00000000     0.00000000     1.20394625    -0.27095604    -2.10025186     0.07919200 
 220	   220.00000000     0.00000000     1.23547212    -0.14873867    -2.09841072    -0.13702988 
 221	   221.00000000     0.00000000     1.25452048    -0.02290952    -2.07436618    -0.35208329 
 222	   222.00000000     0.00000000     1.26068317     0.10525063    -2.02833411    -0.56369326 
 223	   223.00000000     0.00000000     1.25368417     0.23441546    -1.96076302    -0.76961638 
 224	   224.00000000     0.00000000     1.23338462     0.36322676    -1.87232995    -0.96766450 
 225	   225.00000000     0.00000000     1.19978643     0.49030869    -1.76393381    -1.15572799 
 226	   226.00000000     0.00000000     1.15303439     0.61428246    -1.63668653    -1.33179823 
 227	   227.00000000     0.00000000     1.09341677     0.73378115    -1.49190181    -1.49398905 
 228	   228.00000000     0.00000000     1.02136436     0.84746476    -1.33108179    -1.64055700 
 229	   229.00000000     0.00000000     0.93744793     0.95403505    -1.15590160    -1.76992013 
 230	   230.00000000     0.00000000     0.84237414     1.05225022    -0.96819213    -1.88067514 
 231	   231.00000000     0.00000000     0.73697994     1.14093920    -0.76992109    -1.97161268 
 232	   232.00000000     0.00000000     0.62222539     1.21901527    -0.56317248    -2.04173066 
 233	   233.00000000     0.00000000     0.49918513     1.28548906    -0.35012489    -2.09024541 
 234	   234.00000000     0.00000000     0.36903846     1.33948063    -0.13302863    -2.11660051 
 235	   235.00000000     0.00000000     0.23305811     1.38023055     0.08581787    -2.12047334 
 236	   236.00000000     0.00000000     0.09259785     1.40710980     0.30409231    -2.10177908 
 237	   237.00000000     0.00000000    -0.05092087     1.41962841     0.51947308    -2.06067224 
 238	   238.00000000     0.00000000    -0.19602334     1.41744270     0.72966387    -1.99754571 
 239	   239.00000000     0.00000000    -0.34119668     1.40036106     0.93241809    -1.91302717 
 240	   240.00000000     0.00000000    -0.48490556     1.36834815     1.12556286    -1.80797312 
 241	   241.00000000     0.00000000    -0.62560842     1.32152743     1.30702227    -1.68346037 
 242	   242.00000000     0.00000000    -0.76177392     1.26018205     1.47483967    -1.54077524 
 243	   243.00000000     0.00000000    -0.89189758     1.18475405     1.62719880    -1.38140046 
 244	   244.00000000     0.00000000    -1.01451826     1.09584172     1.76244347    -1.20699997 
 245	   245.00000000     0.00000000    -1.12823446     0.99419538     1.87909561    -1.01940170 
 246	   246.00000000     0.00000000    -1.23172015     0.88071136     1.97587148    -0.82057866 
 247	   247.00000000     0.00000000    -1.32374003     0.75642437     2.05169587    -0.61262831 
 248	   248.00000000     0.00000000    -1.40316396     0.62249826     2.10571414    -0.39775060 
 249	   249.00000000     0.00000000    -1.46898053     0.48021526     2.13730191    -0.17822487 
 250	   250.00000000     0.00000000    -1.52030942     0.33096384     2.14607241     0.04361418 
 251	   251.00000000     0.00000000    -1.55641258     0.17622525     2.13188124     0.26540124 
 252	   252.00000000     0.00000000    -1.57670402     0.01755884     2.09482864     0.48476546 
 253	   253.00000000     0.00000000    -1.58075805    -0.14341355     2.03525911     0.69935569 
 254	   254.00000000     0.00000000    -1.56831594    -0.30502417     1.95375846     0.90686564 
 255	   255.00000000     0.00000000    -1.53929081    -0.46557660     1.85114829     1.10505858 
 256	   256.00000000     0.00000000    -1.49377082    -0.62336349     1.72847789     1.29179140 
 257	   257.00000000     0.00000000    -1.43202044    -0.77668468     1.58701373     1.46503775 
 258	   258.00000000     0.00000000    -1.35447989    -0.92386548     1.42822661     1.62291003 
 259	   259.00000000     0.00000000    -1.26176267    -1.06327487     1.25377657     1.76367995 
 260	   260.00000000     0.00000000    -1.15465117    -1.19334343     1.06549572     1.88579748 
 261	   261.00000000     0.00000000    -1.03409046    -1.31258095     0.86536918     1.98790791 
 262	   262.00000000     0.00000000    -0.90118023    -1.41959326     0.65551436     2.06886700 
 263	   263.00000000     0.00000000    -0.75716501    -1.51309830     0.43815875     2.12775376 
 264	   264.00000000     0.00000000    -0.60342262    -1.59194124     0.21561639     2.16388107 
 265	   265.00000000     0.00000000    -0.44145117    -1.65510831    -0.00973656     2.17680371 
 266	   266.00000000     0.00000000    -0.27285457    -1.70173936    -0.23548708     2.16632390 
 267	   267.00000000     0.00000000    -0.09932666    -1.73113891    -0.45921096     2.13249417 
 268	   268.00000000     0.00000000     0.07736567    -1.74278553    -0.67849877     2.07561763 
 269	   269.00000000     0.00000000     0.25540048    -1.73633955    -0.89098163     1.99624550 
 270	   270.00000000     0.00000000     0.43291952    -1.71164880    -1.09435678     1.89517197 
 271	   271.00000000     0.00000000     0.60804755    -1.66875256    -1.28641244     1.77342653 
 272	   272.00000000     0.00000000     0.77891214    -1.60788332    -1.46505178     1.63226367 
 273	   273.00000000     0.00000000     0.94366363    -1.52946668    -1.62831581     1.47315017 
 274	   274.00000000     0.00000000     1.10049509    -1.43411907    -1.77440482     1.29775006 
 275	   275.00000000     0.00000000     1.24766203    -1.32264342    -1.90169821     1.10790742 
 276	   276.00000000     0.00000000     1.38350171    -1.19602282    -2.00877247     0.90562722 
 277	   277.00000000     0.00000000     1.50645177    -1.05541213    -2.09441710     0.69305434 
 278	   278.00000000     0.00000000     1.61506803    -0.90212775    -2.15764834     0.47245095 
 279	   279.00000000     0.00000000     1.70804118    -0.73763540    -2.19772048     0.24617272 
 280	   280.00000000     0.00000000     1.78421227    -0.56353632    -2.21413470     0.01664376 
 281	   281.00000000     0.00000000     1.84258676    -0.38155177    -2.20664523    -0.21366916 
 282	   282.00000000     0.00000000     1.88234692    -0.19350609    -2.17526290    -0.44228296 
 283	   283.00000000     0.00000000     1.90286259    -0.00130853    -2.12025589    -0.66672490 
 284	   284.00000000     0.00000000     1.90369993     0.19306615    -2.04214776    -0.88455920 
 285	   285.00000000     0.00000000     1.88462826     0.38759787    -1.94171268    -1.09341332 
 286	   286.00000000     0.00000000     1.84562481     0.58024218    -1.81996800    -1.29100378 
 287	   287.00000000     0.00000000     1.78687722     0.76895174    -1.67816418    -1.47516097 
 288	   288.00000000     0.00000000     1.70878395     0.95169800    -1.51777215    -1.64385292 
 289	   289.00000000     0.00000000     1.61195232     1.12649295    -1.34046826    -1.79520770 
 290	   290.00000000     0.00000000     1.49719438     1.29141069    -1.14811696    -1.92753411 
 291	   291.00000000     0.00000000     1.36552056     1.44460854    -0.94275145    -2.03934057 
 292	   292.00000000     0.00000000     1.21813106     1.58434748    -0.72655234    -2.12935189 
 293	   293.00000000     0.00000000     1.05640521     1.70901181    -0.50182471    -2.19652384 
 294	   294.00000000     0.00000000     0.88188876     1.81712753    -0.27097376    -2.24005519 
 295	   295.00000000     0.00000000     0.69627928     1.90737960    -0.03647921    -2.25939734 
 296	   296.00000000     0.00000000     0.50140975     1.97862751     0.19913113    -2.25426109 
 297	   297.00000000     0.00000000     0.29923060     2.02991933     0.43330846    -2.22462076 
 298	   298.00000000     0.00000000     0.09179025     2.06050374     0.66351037    -2.17071549 
 299	   299.00000000     0.00000000    -0.11878558     2.06984019     0.88722834    -2.09304762 
 300	   300.00000000     0.00000000    -0.33031557     2.05760680     1.10201489    -1.99237829 
 301	   301.00000000     0.00000000    -0.54058538     2.02370612     1.30551028    -1.86972024 
 302	   302.00000000     0.00000000    -0.74737078     1.96826849     1.49546827    -1.72632779 
 303	   303.00000000     0.00000000    -0.94846111     1.89165303     1.66978088    -1.56368430 
 304	   304.00000000     0.00000000    -1.14168285     1.79444625     1.82650162    -1.38348700 
 305	   305.00000000     0.00000000    -1.32492310     1.67745812     1.96386721    -1.18762950 
 306	   306.00000000     0.00000000    -1.49615253     1.54171588     2.08031735    -0.97818213 
 307	   307.00000000     0.00000000    -1.65344781     1.38845528     2.17451235    -0.75737022 
 308	   308.00000000     0.00000000    -1.79501305     1.21910970     2.24534853    -0.52755071 
 309	   309.00000000     0.00000000    -1.91920012     1.03529696     2.29197106    -0.29118719 
 310	   310.00000000     0.00000000    -2.02452764     0.83880402     2.31378426    -0.05082367 
 311	   311.00000000     0.00000000    -2.10969839     0.63156975     2.31045905     0.19094262 
 312	   312.00000000     0.00000000    -2.17361483     0.41566599     2.28193760     0.43148904 
 313	   313.00000000     0.00000000    -2.21539283     0.19327686     2.22843511     0.66819590 
 314	   314.00000000     0.00000000    -2.23437311    -0.03332325     2.15043855     0.89847475 
 315	   315.00000000     0.00000000    -2.23013049    -0.26179282     2.04870257     1.11979656 
 316	   316.00000000     0.00000000    -2.20248074    -0.48974739     1.92424242     1.32971934 
 317	   317.00000000     0.00000000    -2.15148488    -0.71478437     1.77832402     1.52591495 
 318	   318.00000000     0.00000000    -2.07745097    -0.93450834     1.61245139     1.70619478 
 319	   319.00000000     0.00000000    -1.98093330    -1.14655645     1.42835129     1.86853405 
 320	   320.00000000     0.00000000    -1.86272890    -1.34862380     1.22795550     2.01109446 
 321	   321.00000000     0.00000000    -1.72387147    -1.53848838     1.01338078     2.13224487 
 322	   322.00000000     0.00000000    -1.56562276    -1.71403548     0.78690668     2.23057991 
 323	   323.00000000     0.00000000    -1.38946140    -1.87328106     0.55095161     2.30493617 
 324	   324.00000000     0.00000000    -1.19706934    -2.01439405     0.30804716     2.35440585 
 325	   325.00000000     0.00000000    -0.99031600    -2.13571720     0.06081119     2.37834775 
 326	   326.00000000     0.00000000    -0.77124027    -2.23578634    -0.18808020     2.37639538 
